date,sku_id,warehouse_id,forecast_units
2025-12-29,SKU0484,WH02,48.14520415516679
2025-12-29,SKU0326,WH06,40.52677129732211
2025-12-29,SKU0579,WH10,281.7960813470683
2025-12-29,SKU0342,WH04,146.68540310355434
2025-12-29,SKU0334,WH06,15.898085168162336
2025-12-29,SKU0593,WH05,11.099459008914474
2025-12-29,SKU0075,WH02,413.1813915195753
2025-12-29,SKU0198,WH09,39.304475298295486
2025-12-29,SKU0588,WH07,12.538745632152018
2025-12-29,SKU0334,WH05,16.3697506084742
2025-12-29,SKU0483,WH07,20.953416988641077
2025-12-29,SKU0480,WH10,91.60315409565443
2025-12-29,SKU0320,WH10,62.90050742666202
2025-12-29,SKU0192,WH08,27.16387348550606
2025-12-29,SKU0475,WH01,36.573876398061415
2025-12-29,SKU0086,WH07,105.25252760305456
2025-12-29,SKU0597,WH08,121.46684552596666
2025-12-29,SKU0187,WH02,41.8980060198511
2025-12-29,SKU0668,WH05,14.328056660634786
2025-12-29,SKU0349,WH08,33.389976402513796
2025-12-29,SKU0347,WH06,14.084360141159664
2025-12-29,SKU0088,WH12,13.488144824845106
2025-12-29,SKU0070,WH02,26.619673151667865
2025-12-29,SKU0332,WH10,45.37336948506856
2025-12-29,SKU0327,WH04,23.281382373058808
2025-12-29,SKU0581,WH06,21.306842348171024
2025-12-29,SKU0335,WH11,5.2732082743142685
2025-12-29,SKU0481,WH04,28.178032175412383
2025-12-29,SKU0597,WH11,92.86097801292793
2025-12-29,SKU0471,WH12,67.47091964635212
2025-12-29,SKU0589,WH04,261.27195619406467
2025-12-29,SKU0086,WH09,82.89728136048949
2025-12-29,SKU0669,WH09,18.078429578799472
2025-12-29,SKU0341,WH06,26.94397216298974
2025-12-29,SKU0486,WH03,51.29874333664319
2025-12-29,SKU0470,WH02,45.19575679111679
2025-12-29,SKU0351,WH06,31.234310814886896
2025-12-29,SKU0317,WH01,46.04427062538035
2025-12-29,SKU0321,WH06,24.14172748692514
2025-12-29,SKU0587,WH07,121.61474868258381
2025-12-29,SKU0346,WH12,29.561438678722105
2025-12-29,SKU0197,WH09,145.34374187909864
2025-12-29,SKU0191,WH11,22.114163109895514
2025-12-29,SKU0079,WH05,97.16171443737457
2025-12-29,SKU0191,WH03,26.3076809312478
2025-12-29,SKU0629,WH09,17.46569779058676
2025-12-29,SKU0080,WH05,127.00703568848394
2025-12-29,SKU0478,WH09,219.97652350374918
2025-12-29,SKU0327,WH03,21.513425253783186
2025-12-29,SKU0194,WH10,16.80678517819551
2025-12-29,SKU0345,WH09,25.952481922588948
2025-12-29,SKU0322,WH10,27.234235289010236
2025-12-29,SKU0078,WH07,81.46666221963393
2025-12-29,SKU0332,WH08,41.67301961816975
2025-12-29,SKU0471,WH02,120.46587927438648
2025-12-29,SKU0335,WH12,4.227805643897575
2025-12-29,SKU0188,WH12,65.82724853332623
2025-12-29,SKU0073,WH09,71.3184227982486
2025-12-29,SKU0186,WH06,55.44350963885403
2025-12-29,SKU0668,WH01,25.470633869796895
2025-12-29,SKU0594,WH11,73.72847369846858
2025-12-29,SKU0199,WH08,12.364083694497124
2025-12-29,SKU0587,WH10,127.79380853934583
2025-12-29,SKU0471,WH06,74.09111378431611
2025-12-29,SKU0470,WH04,32.8012479034042
2025-12-29,SKU0189,WH04,60.67226063958171
2025-12-29,SKU0335,WH10,6.373555589713405
2025-12-29,SKU0084,WH01,107.8227359068093
2025-12-29,SKU0629,WH08,16.309811828900685
2025-12-29,SKU0334,WH08,14.834789747903725
2025-12-29,SKU0584,WH06,16.421416234601928
2025-12-29,SKU0666,WH07,55.02982139369147
2025-12-29,SKU0039,WH01,48.39661889198897
2025-12-29,SKU0334,WH03,21.173146487990532
2025-12-29,SKU0075,WH01,501.5016327791068
2025-12-29,SKU0072,WH02,112.87039425016953
2025-12-29,SKU0326,WH07,42.64866684542058
2025-12-29,SKU0005,WH10,27.684132083336266
2025-12-29,SKU0079,WH06,99.48512488496834
2025-12-29,SKU0070,WH08,14.705498274829301
2025-12-29,SKU0477,WH06,62.55046402958571
2025-12-29,SKU0474,WH07,248.0446972720071
2025-12-29,SKU0195,WH03,11.83137073625018
2025-12-29,SKU0316,WH06,61.4476060199829
2025-12-29,SKU0072,WH04,81.36870701514435
2025-12-29,SKU0192,WH07,24.328495171126498
2025-12-29,SKU0342,WH03,121.11344844415943
2025-12-29,SKU0597,WH12,81.35134667646672
2025-12-29,SKU0595,WH03,223.54575723224167
2025-12-29,SKU0005,WH01,67.41707467029481
2025-12-29,SKU0088,WH05,17.56032670236469
2025-12-29,SKU0664,WH12,23.085746807753914
2025-12-29,SKU0485,WH01,216.24887661605155
2025-12-29,SKU0666,WH03,67.5794335745925
2025-12-29,SKU0332,WH11,35.36101920494621
2025-12-29,SKU0198,WH05,61.362610497229724
2025-12-29,SKU0318,WH07,79.53327067857609
2025-12-29,SKU0318,WH10,76.8116291238139
2025-12-29,SKU0200,WH05,47.81099629340598
2025-12-29,SKU0341,WH05,30.51265087743729
2025-12-29,SKU0199,WH06,12.505595186651332
2025-12-29,SKU0628,WH07,78.21995327707273
2025-12-29,SKU0188,WH08,84.52032339367527
2025-12-29,SKU0004,WH03,28.767303246669613
2025-12-29,SKU0001,WH04,67.06666584636382
2025-12-29,SKU0199,WH05,12.213905725498867
2025-12-29,SKU0197,WH10,113.45421666204408
2025-12-29,SKU0085,WH02,49.71012578413474
2025-12-29,SKU0583,WH04,353.81345510776936
2025-12-29,SKU0469,WH04,84.87763548063195
2025-12-29,SKU0078,WH09,70.3493136275077
2025-12-29,SKU0073,WH05,110.76103751615365
2025-12-29,SKU0598,WH05,58.786287029391914
2025-12-29,SKU0630,WH09,174.36425143426425
2025-12-29,SKU0589,WH03,242.27951226702896
2025-12-29,SKU0345,WH10,29.963150640228235
2025-12-29,SKU0322,WH07,29.40098016861364
2025-12-29,SKU0346,WH11,31.176447916875215
2025-12-29,SKU0041,WH03,75.20378293739391
2025-12-29,SKU0002,WH11,31.639254227411843
2025-12-29,SKU0073,WH10,81.30791350699855
2025-12-29,SKU0470,WH05,45.78149925978055
2025-12-29,SKU0481,WH08,23.761940575813195
2025-12-29,SKU0594,WH10,112.76862069613767
2025-12-29,SKU0471,WH11,49.376301112494154
2025-12-29,SKU0593,WH06,9.827067399892872
2025-12-29,SKU0340,WH06,84.99556425343935
2025-12-29,SKU0328,WH02,32.71544472117899
2025-12-29,SKU0321,WH08,22.190786516324657
2025-12-29,SKU0071,WH11,15.324462531686137
2025-12-29,SKU0670,WH01,85.52185626573228
2025-12-29,SKU0483,WH10,19.529200439856314
2025-12-29,SKU0335,WH04,9.33113473103646
2025-12-29,SKU0471,WH03,113.29599325792569
2025-12-29,SKU0346,WH04,35.26493327858164
2025-12-29,SKU0628,WH06,71.02124679437856
2025-12-29,SKU0086,WH12,70.50973907676358
2025-12-29,SKU0581,WH07,27.230938374292634
2025-12-29,SKU0188,WH09,84.00486421486549
2025-12-29,SKU0074,WH06,6.421197968662969
2025-12-29,SKU0594,WH03,112.31549656941968
2025-12-29,SKU0594,WH06,92.41681881565474
2025-12-29,SKU0074,WH02,8.795762499994526
2025-12-29,SKU0340,WH10,72.39507038611251
2025-12-29,SKU0481,WH03,29.573780488998715
2025-12-29,SKU0189,WH01,118.39886105726667
2025-12-29,SKU0198,WH02,66.37706250659816
2025-12-29,SKU0327,WH10,14.102273358979303
2025-12-29,SKU0579,WH12,202.74966742764505
2025-12-29,SKU0333,WH09,13.738732028201598
2025-12-29,SKU0481,WH07,22.881366309587513
2025-12-29,SKU0326,WH10,40.289804417585806
2025-12-29,SKU0085,WH04,31.907129135067002
2025-12-29,SKU0583,WH02,617.5905920669545
2025-12-29,SKU0184,WH03,26.351918926252033
2025-12-29,SKU0481,WH06,24.587353736614787
2025-12-29,SKU0040,WH06,70.18767874731408
2025-12-29,SKU0477,WH10,50.13322825517406
2025-12-29,SKU0481,WH02,31.700013643462466
2025-12-29,SKU0001,WH02,91.19388059974848
2025-12-29,SKU0079,WH02,121.6253042596931
2025-12-29,SKU0588,WH10,13.725329971744303
2025-12-29,SKU0192,WH02,38.8515031137083
2025-12-29,SKU0471,WH09,61.28822402897375
2025-12-29,SKU0597,WH10,111.44109814468233
2025-12-29,SKU0629,WH07,16.260999374570122
2025-12-29,SKU0322,WH02,41.112185546247844
2025-12-29,SKU0486,WH02,52.381080675031676
2025-12-29,SKU0334,WH12,12.742599009237441
2025-12-29,SKU0088,WH10,14.766646944951516
2025-12-29,SKU0471,WH07,67.88384887975614
2025-12-29,SKU0191,WH09,19.114058225615747
2025-12-29,SKU0192,WH04,29.997061889152214
2025-12-29,SKU0043,WH01,44.062482677489896
2025-12-29,SKU0005,WH11,25.446673180749254
2025-12-29,SKU0322,WH03,33.973886316236026
2025-12-29,SKU0346,WH03,46.667010279243435
2025-12-29,SKU0074,WH07,6.521800191823209
2025-12-29,SKU0664,WH11,21.753396038564926
2025-12-29,SKU0079,WH07,95.4614816443105
2025-12-29,SKU0594,WH02,182.2919463144642
2025-12-29,SKU0477,WH08,67.93975025260139
2025-12-29,SKU0596,WH05,33.204716389845274
2025-12-29,SKU0598,WH04,64.00426794165882
2025-12-29,SKU0469,WH03,95.66534966153401
2025-12-29,SKU0198,WH04,49.245161200756705
2025-12-29,SKU0333,WH05,12.806577800162739
2025-12-29,SKU0665,WH08,58.565631875112715
2025-12-29,SKU0078,WH12,63.9282188471468
2025-12-29,SKU0583,WH12,329.05408763126314
2025-12-29,SKU0004,WH08,22.32061952285805
2025-12-29,SKU0668,WH02,16.289121301594193
2025-12-29,SKU0001,WH01,109.82847273240395
2025-12-29,SKU0346,WH07,31.531286137514325
2025-12-29,SKU0084,WH05,80.49166300220863
2025-12-29,SKU0581,WH10,19.798311690437615
2025-12-29,SKU0079,WH10,99.32170244907996
2025-12-29,SKU0588,WH03,21.672154482385768
2025-12-29,SKU0321,WH11,25.343732543395348
2025-12-29,SKU0588,WH01,30.549769758324143
2025-12-29,SKU0626,WH11,56.06345117966653
2025-12-29,SKU0003,WH01,261.33406447214816
2025-12-29,SKU0588,WH12,11.505149008341943
2025-12-29,SKU0086,WH08,84.8372788682684
2025-12-29,SKU0335,WH05,5.796242161389185
2025-12-29,SKU0041,WH05,57.20468476890809
2025-12-29,SKU0333,WH06,12.00535732900168
2025-12-29,SKU0341,WH12,23.509925469270097
2025-12-29,SKU0598,WH10,51.077857444992084
2025-12-29,SKU0347,WH02,13.31170237956863
2025-12-29,SKU0588,WH11,12.25449915915793
2025-12-29,SKU0628,WH08,86.39241881205636
2025-12-29,SKU0198,WH03,49.00305044047615
2025-12-29,SKU0186,WH03,74.73757498317642
2025-12-29,SKU0478,WH05,243.0448996273328
2025-12-29,SKU0326,WH12,36.79600696457502
2025-12-29,SKU0079,WH01,142.10425299994284
2025-12-29,SKU0318,WH12,72.20759119960609
2025-12-29,SKU0341,WH11,22.6737837799807
2025-12-29,SKU0483,WH12,21.140633783872907
2025-12-29,SKU0474,WH05,262.7231711415582
2025-12-29,SKU0583,WH08,300.2376215123896
2025-12-29,SKU0335,WH02,8.544030554457406
2025-12-29,SKU0041,WH04,74.65772120687423
2025-12-29,SKU0470,WH03,42.17633873247262
2025-12-29,SKU0321,WH01,53.709190378102925
2025-12-29,SKU0073,WH07,80.30784226928813
2025-12-29,SKU0084,WH08,83.62238655257444
2025-12-29,SKU0666,WH02,69.00575384911161
2025-12-29,SKU0669,WH12,14.225198968675468
2025-12-29,SKU0594,WH05,108.39390272096624
2025-12-29,SKU0004,WH05,22.711198650572378
2025-12-29,SKU0185,WH05,563.7532286014036
2025-12-29,SKU0002,WH10,35.96343453139446
2025-12-29,SKU0074,WH04,7.321988543875359
2025-12-29,SKU0630,WH12,131.74934385631394
2025-12-29,SKU0195,WH01,16.214956091415537
2025-12-29,SKU0195,WH05,11.283180418715972
2025-12-29,SKU0346,WH06,34.73869840444933
2025-12-29,SKU0321,WH12,18.500002883525504
2025-12-29,SKU0474,WH09,249.9764127922318
2025-12-29,SKU0471,WH08,80.41297816730825
2025-12-29,SKU0667,WH12,9.46259282289552
2025-12-29,SKU0188,WH10,84.32440449563893
2025-12-29,SKU0349,WH06,35.26654686932745
2025-12-29,SKU0191,WH08,23.350119409844975
2025-12-29,SKU0335,WH01,14.173494297621144
2025-12-29,SKU0316,WH09,42.5947873118498
2025-12-29,SKU0340,WH12,47.942816149130714
2025-12-29,SKU0186,WH09,51.11216456598691
2025-12-29,SKU0316,WH10,56.16115328437162
2025-12-29,SKU0327,WH07,15.831489834378182
2025-12-29,SKU0335,WH03,9.146455510158638
2025-12-29,SKU0351,WH09,29.422546628821426
2025-12-29,SKU0484,WH12,37.37668042616534
2025-12-29,SKU0072,WH01,143.32218516008732
2025-12-29,SKU0072,WH03,93.06993644024195
2025-12-29,SKU0192,WH03,33.158707160383905
2025-12-29,SKU0070,WH10,14.104214528770713
2025-12-29,SKU0198,WH07,40.75694936155723
2025-12-29,SKU0477,WH09,57.21276261922899
2025-12-29,SKU0346,WH05,37.27231539412592
2025-12-29,SKU0199,WH07,10.889850858371958
2025-12-29,SKU0322,WH01,56.400584520291325
2025-12-29,SKU0074,WH05,7.057344981299897
2025-12-29,SKU0333,WH08,14.706279389967564
2025-12-29,SKU0189,WH02,100.50433358119035
2025-12-29,SKU0583,WH10,317.1127759429922
2025-12-29,SKU0333,WH07,11.115166113676441
2025-12-29,SKU0084,WH06,70.68955527055607
2025-12-29,SKU0595,WH01,169.60248940941864
2025-12-29,SKU0666,WH04,70.58374925952072
2025-12-29,SKU0079,WH08,92.26564971095975
2025-12-29,SKU0351,WH10,42.167156285316096
2025-12-29,SKU0588,WH02,19.821040693103186
2025-12-29,SKU0327,WH09,19.406701891342404
2025-12-29,SKU0340,WH11,43.209057631002054
2025-12-29,SKU0349,WH09,33.32850358616313
2025-12-29,SKU0318,WH09,98.39399532788676
2025-12-29,SKU0484,WH03,43.896378542578134
2025-12-29,SKU0594,WH04,122.01784537620438
2025-12-29,SKU0486,WH01,63.49479220500951
2025-12-29,SKU0342,WH01,284.9695803452766
2025-12-29,SKU0581,WH08,19.48723526180799
2025-12-29,SKU0340,WH08,53.01178413115219
2025-12-29,SKU0002,WH09,23.77108698871708
2025-12-29,SKU0584,WH02,19.26644536521854
2025-12-29,SKU0583,WH06,319.4401387622581
2025-12-29,SKU0478,WH07,226.3321133866124
2025-12-29,SKU0084,WH03,91.66383555462876
2025-12-29,SKU0596,WH08,31.57916716531921
2025-12-29,SKU0191,WH06,20.15461358236239
2025-12-29,SKU0342,WH02,131.11581045590617
2025-12-29,SKU0484,WH04,50.68838459806002
2025-12-29,SKU0326,WH08,41.289732145245274
2025-12-29,SKU0191,WH10,18.895730696868828
2025-12-29,SKU0346,WH10,32.351308956008104
2025-12-29,SKU0074,WH10,6.272020455448382
2025-12-29,SKU0593,WH11,7.571332394913924
2025-12-29,SKU0084,WH12,74.74590901286639
2025-12-29,SKU0321,WH09,21.351462952585134
2025-12-29,SKU0630,WH04,194.50497148357167
2025-12-29,SKU0579,WH11,200.50757921486203
2025-12-29,SKU0589,WH01,338.0722382828454
2025-12-29,SKU0088,WH08,18.78257910591722
2025-12-29,SKU0078,WH11,66.80928108007555
2025-12-29,SKU0581,WH11,18.75807264149176
2025-12-29,SKU0630,WH05,181.61339425289074
2025-12-29,SKU0322,WH04,33.59134304175618
2025-12-29,SKU0335,WH07,7.217130788059891
2025-12-29,SKU0185,WH03,597.9680908879847
2025-12-29,SKU0346,WH02,43.349344220166884
2025-12-29,SKU0003,WH02,173.88637598783077
2025-12-29,SKU0079,WH03,106.24693982471796
2025-12-29,SKU0088,WH11,19.57460920394199
2025-12-29,SKU0588,WH09,12.689015468574697
2025-12-29,SKU0040,WH05,72.50708384301595
2025-12-29,SKU0001,WH03,80.82719694231847
2025-12-29,SKU0327,WH12,12.603051737897381
2025-12-29,SKU0197,WH12,131.08086454232117
2025-12-29,SKU0316,WH12,37.056924495600015
2025-12-29,SKU0042,WH04,90.91168878793962
2025-12-29,SKU0195,WH04,12.680884049588775
2025-12-29,SKU0195,WH07,7.813869886741739
2025-12-29,SKU0073,WH11,55.92994793387687
2025-12-29,SKU0347,WH04,18.589230681762317
2025-12-29,SKU0628,WH09,67.88592627399186
2025-12-29,SKU0070,WH11,11.227993533539568
2025-12-29,SKU0589,WH02,291.3024224573053
2025-12-29,SKU0626,WH05,54.65029392230429
2025-12-29,SKU0041,WH06,54.492085085713185
2025-12-29,SKU0078,WH10,103.55265005019118
2025-12-29,SKU0320,WH11,54.39734376024653
2025-12-29,SKU0042,WH03,86.14055978824065
2025-12-29,SKU0186,WH12,45.80479648678201
2025-12-29,SKU0474,WH02,392.87344800787474
2025-12-29,SKU0004,WH06,24.072625049734913
2025-12-29,SKU0594,WH09,94.13960435691492
2025-12-29,SKU0665,WH09,50.29314275583641
2025-12-29,SKU0073,WH08,75.5244597187459
2025-12-29,SKU0474,WH06,274.88791620540604
2025-12-29,SKU0189,WH03,74.44318220143084
2025-12-29,SKU0480,WH11,96.53655171143188
2025-12-29,SKU0334,WH10,16.1864824946981
2025-12-29,SKU0471,WH05,78.81782982055985
2025-12-29,SKU0351,WH07,27.137661724116263
2025-12-29,SKU0322,WH05,41.583728738272406
2025-12-29,SKU0349,WH07,32.279732598888835
2025-12-29,SKU0318,WH11,54.918489889061
2025-12-29,SKU0335,WH08,7.329265085892826
2025-12-29,SKU0333,WH02,15.76443966956871
2025-12-29,SKU0087,WH01,282.3081010513142
2025-12-29,SKU0341,WH03,29.77559655198469
2025-12-29,SKU0198,WH06,41.79893188799723
2025-12-29,SKU0345,WH12,24.785942507742085
2025-12-29,SKU0478,WH02,298.58012974493704
2025-12-29,SKU0327,WH05,22.320401754259944
2025-12-29,SKU0478,WH03,333.193736022585
2025-12-29,SKU0594,WH01,179.10553744453827
2025-12-29,SKU0583,WH01,432.2568694496265
2025-12-29,SKU0627,WH08,131.28035577411325
2025-12-29,SKU0351,WH08,30.18859358728062
2025-12-29,SKU0478,WH06,217.82050686543343
2025-12-29,SKU0474,WH04,332.95571019783955
2025-12-29,SKU0191,WH07,19.92827366125599
2025-12-29,SKU0484,WH01,66.83520053603786
2025-12-29,SKU0333,WH04,14.503875111720966
2025-12-29,SKU0200,WH07,41.499495942037576
2025-12-29,SKU0186,WH07,50.957138538304015
2025-12-29,SKU0594,WH07,91.6755381065261
2025-12-29,SKU0597,WH09,122.22365793144176
2025-12-29,SKU0327,WH11,12.65156568392346
2025-12-29,SKU0340,WH09,56.9527937435677
2025-12-29,SKU0184,WH04,19.763817463391444
2025-12-29,SKU0583,WH03,535.4102793407268
2025-12-29,SKU0195,WH06,12.293122059106873
2025-12-29,SKU0200,WH06,45.03355005403748
2025-12-29,SKU0583,WH07,299.0003706601684
2025-12-29,SKU0320,WH12,43.49686513599364
2025-12-29,SKU0626,WH10,56.308733256158256
2025-12-29,SKU0326,WH09,40.94497024415594
2025-12-29,SKU0186,WH11,43.73506398699579
2025-12-29,SKU0669,WH11,16.243320600392014
2025-12-29,SKU0483,WH11,17.429391652784943
2025-12-29,SKU0347,WH03,15.354375463479693
2025-12-29,SKU0333,WH11,10.669297948775256
2025-12-29,SKU0086,WH10,83.94655594141916
2025-12-29,SKU0084,WH09,77.9825996365038
2025-12-29,SKU0039,WH05,26.41557153013232
2025-12-29,SKU0334,WH11,12.74506380938779
2025-12-29,SKU0668,WH04,15.356781191379046
2025-12-29,SKU0316,WH11,37.89767507033491
2025-12-29,SKU0666,WH06,58.57794423993901
2025-12-29,SKU0595,WH02,132.85311197353622
2025-12-29,SKU0195,WH02,12.659140130120946
2025-12-29,SKU0192,WH01,61.660012712214645
2025-12-29,SKU0469,WH02,119.4014679470603
2025-12-29,SKU0039,WH10,24.68624350373314
2025-12-29,SKU0194,WH12,15.625717967144311
2025-12-29,SKU0341,WH09,26.79548665070189
2025-12-29,SKU0085,WH05,31.302318197495843
2025-12-29,SKU0474,WH08,379.72871356402175
2025-12-29,SKU0192,WH05,27.538755667231868
2025-12-29,SKU0080,WH02,157.2447233405527
2025-12-29,SKU0333,WH12,10.988089335018993
2025-12-29,SKU0333,WH03,16.526346968334035
2025-12-29,SKU0477,WH07,54.02069507798619
2025-12-29,SKU0587,WH12,98.44387800206015
2025-12-29,SKU0471,WH10,68.00131920548182
2025-12-29,SKU0005,WH02,55.650641954165245
2025-12-29,SKU0580,WH01,73.78670725835431
2025-12-29,SKU0596,WH06,31.298098617440377
2025-12-29,SKU0074,WH08,4.98360670211708
2025-12-29,SKU0327,WH01,29.760622969158497
2025-12-29,SKU0074,WH01,9.9260428210305
2025-12-29,SKU0073,WH06,71.43800003386622
2025-12-29,SKU0321,WH10,22.195678878838223
2025-12-29,SKU0596,WH09,29.85271954219917
2025-12-29,SKU0584,WH01,26.6199056652696
2025-12-29,SKU0349,WH10,44.67470535822587
2025-12-29,SKU0084,WH04,78.87471066661303
2025-12-29,SKU0085,WH03,46.58417008800709
2025-12-29,SKU0341,WH01,45.7741510885468
2025-12-29,SKU0335,WH06,7.6952351517404765
2025-12-29,SKU0474,WH10,346.8638691900111
2025-12-29,SKU0327,WH06,15.117832797933604
2025-12-29,SKU0627,WH09,113.32216183198801
2025-12-29,SKU0485,WH02,157.4476120673334
2025-12-29,SKU0004,WH04,26.740550327220102
2025-12-29,SKU0070,WH03,23.030591306993053
2025-12-29,SKU0318,WH08,94.78986598776123
2025-12-29,SKU0346,WH08,38.6987905913095
2025-12-29,SKU0477,WH11,33.760575021871446
2025-12-29,SKU0584,WH07,17.130077095966225
2025-12-29,SKU0479,WH09,27.537747112795817
2025-12-29,SKU0083,WH12,61.17907610371101
2025-12-29,SKU0325,WH07,69.84879291914513
2025-12-29,SKU0198,WH12,33.81849799167443
2025-12-29,SKU0001,WH12,37.439199943327495
2025-12-29,SKU0667,WH01,27.05541576422103
2025-12-29,SKU0317,WH08,25.0890453862499
2025-12-29,SKU0076,WH07,22.328577175651713
2025-12-29,SKU0591,WH11,29.107994518680645
2025-12-29,SKU0329,WH03,14.562688090759256
2025-12-29,SKU0072,WH12,47.8707004304759
2025-12-29,SKU0627,WH04,185.57217350796859
2025-12-29,SKU0350,WH10,27.366176859729983
2025-12-29,SKU0339,WH03,76.72850548020108
2025-12-29,SKU0479,WH05,30.061316568270055
2025-12-29,SKU0597,WH03,203.17491539246979
2025-12-29,SKU0337,WH11,94.45993144401643
2025-12-29,SKU0081,WH06,119.65218165865299
2025-12-29,SKU0330,WH09,49.03746444631909
2025-12-29,SKU0627,WH12,131.00144180507155
2025-12-29,SKU0586,WH10,46.19242713218091
2025-12-29,SKU0596,WH01,68.54164752564434
2025-12-29,SKU0085,WH12,21.8032433933468
2025-12-29,SKU0343,WH03,55.466227258863746
2025-12-29,SKU0193,WH07,0.029467303689219345
2025-12-29,SKU0082,WH08,21.28580101419751
2025-12-29,SKU0469,WH09,56.45848843326898
2025-12-29,SKU0585,WH08,90.29163115824457
2025-12-29,SKU0082,WH09,20.03105332942437
2025-12-29,SKU0595,WH09,122.79231749536896
2025-12-29,SKU0580,WH09,45.90062308162349
2025-12-29,SKU0591,WH12,27.987806249296415
2025-12-29,SKU0196,WH02,250.25579210283982
2025-12-29,SKU0329,WH02,13.332174250300147
2025-12-29,SKU0087,WH11,59.3674981794497
2025-12-29,SKU0473,WH08,0.04577762244560171
2025-12-29,SKU0476,WH07,326.94894025583847
2025-12-29,SKU0339,WH04,91.54731010920388
2025-12-29,SKU0482,WH11,81.99606802399437
2025-12-29,SKU0470,WH07,28.555714846559436
2025-12-29,SKU0324,WH02,22.73193475688354
2025-12-29,SKU0337,WH10,106.16921619325575
2025-12-29,SKU0199,WH03,12.645679637272114
2025-12-29,SKU0596,WH12,29.53636552079602
2025-12-29,SKU0330,WH10,60.047982203819004
2025-12-29,SKU0344,WH04,99.34039510985818
2025-12-29,SKU0590,WH05,26.224660588740534
2025-12-29,SKU0077,WH08,62.459505218078895
2025-12-29,SKU0585,WH09,84.19395833052168
2025-12-29,SKU0665,WH05,63.500797504030494
2025-12-29,SKU0324,WH03,20.67169122527914
2025-12-29,SKU0476,WH06,246.15979659553645
2025-12-29,SKU0320,WH01,213.84710540198887
2025-12-29,SKU0590,WH06,24.595947113714036
2025-12-29,SKU0585,WH10,80.9240141137847
2025-12-29,SKU0082,WH07,22.575937070595092
2025-12-29,SKU0196,WH03,180.72217876397082
2025-12-29,SKU0473,WH06,0.04712124518403013
2025-12-29,SKU0087,WH05,129.66947241432663
2025-12-29,SKU0581,WH02,32.91695367766201
2025-12-29,SKU0329,WH04,12.328573999044673
2025-12-29,SKU0193,WH09,0.031227916190495867
2025-12-29,SKU0187,WH11,20.96811095156598
2025-12-29,SKU0476,WH05,308.04642675823584
2025-12-29,SKU0482,WH08,112.13397782391664
2025-12-29,SKU0339,WH02,136.42339040163478
2025-12-29,SKU0076,WH09,23.004535525109016
2025-12-29,SKU0591,WH07,41.2310619704731
2025-12-29,SKU0318,WH02,131.288240442935
2025-12-29,SKU0317,WH09,24.641121435150836
2025-12-29,SKU0189,WH09,54.63769511844747
2025-12-29,SKU0324,WH04,20.364582093179557
2025-12-29,SKU0479,WH11,22.01768021727808
2025-12-29,SKU0591,WH08,45.43847595821012
2025-12-29,SKU0344,WH03,101.25708107525864
2025-12-29,SKU0199,WH10,10.59806197125347
2025-12-29,SKU0580,WH10,38.587941194277036
